ID,Category,Object Name,Common Name,Producer,Date Produced,Collector,Place Collected,Date Collected,Culture,Materials,Measurements,Description,Image ref.
FA000710,Fine Art,Oil Painting,,Henry Scott Tuke,1898,,,,,Oil paint on canvas,Whole: 1275 mm x 950 mm,"This portrait by Henry Scott Tuke is of a woman named Miss Muriel Lubbock. She is wearing a fine dress of the late Victorian style, in her lap she holds a white rose.",dmas_fa000710_d01_cc1024.jpg
FA000711,Fine Art,Oil Painting,,British (English) School,c1880,,,,British; English,Oil paint on canvas,Support: 1020 mm x 1273 mm,This painting shows two figures in flowing classical robes reclining together benath a circular window.,dmas_fa000711_d01_cc1024.jpg
FA000718,Fine Art,Oil Painting,,Edouard Chappel,Early 20th Century,,,,Belgian,Oil paint on canvas,Support: 1230 mm x 1230 mm,"This painting by Edouard Chappel shows a still life arrangement of fish, lobsters, a turkey and lemons and leeks in a bowl.
Chappel, though born in Belgium, spent most of his painting life based in a studio in Fulham, London.
Dead food animals appear in many of his still life paintings.
Brighton & Hove Museums holds another painting by Chappel titled {i} River Cagnes {/i}.",dmas_fa000718_d01_cc1024.jpg
FA000725,Fine Art,Oil Painting,,Rex Whistler,,,,,,Oil paint on wallpaper,Whole: 1770 mm x 930 mm,This painting by Rex Whistler is a profile of King George IV wearing the Garter Star and is framed in an oval surround with the sea behind him. A laurel wreath frames the profile.,dmas_fa000725_d01_cc1024.jpg
FA000726,Fine Art,Oil Painting,,Thomas Lawrence,19th Century,,,,,Oil paint on millboard,Whole: 607 mm x 420 mm,"This painting is a copy of a painting by Sir Thomas Lawrence. It shows King George IV seated on a red and gold sofa, he is wearing the Garter Star and the Badge of the Golden Fleece. Behind him are two draped curtains framing the portrait and a landscape background.",dmas_fa000726_d02_cc1024.jpg
FA000729,Fine Art,Oil Painting,,English School,c1860,,,,English; British,Oil paint on canvas,Whole: 765 mm x 640 mm,"This portrait is of a man wearing a black coat and waistcoat, white collar and black cravat.",dmas_fa000729_d01_cc1024.jpg
FA000730,Fine Art,Oil Painting,,English School,c1830; Regency,,,,English; British,Oil paint on canvas,Whole: 770 mm x 640 mm,"This portrait is a left-side profile of an elderly man with grey hair wearing a black coat, white collar and black cravat.",dmas_fa000730_d01_cc1024.jpg
FA000731,Fine Art,Oil Painting,,English School,c1830; Regency,,,,English; British,Oil paint on canvas,Whole: 770 mm x 640 mm,This painting shows a woman dressed in a bonnet and red gown over a white dress.,dmas_fa000731_d01_cc1024.jpg
FA000732,Fine Art,Oil Painting,,Thomas Mann Baynes,c1810; Regency,,,,,Oil paint on canvas,Whole: 915 mm x 710 mm,"This portrait is of Sake Deen Mohamed who was born in India but came to Brighton in 1786. He became famous for his massage and herbal baths and was also 'Shampooing Surgeon' to the Prince Regent later King George IV. In this picture we see him seated in a green armchair wearing a black frock coat with a white cravat, In his hand he is holding a pair of white gloves. He has a gold chains around his neck and rings on the little fingers of each hand.",dmas_fa000732_d01_cc1024.jpg
FA000733,Fine Art,Oil Painting,,William J Leathem,19th Century,,,,,Oil paint on canvas,Whole: 2130 mm x 4270 mm,"This painting by Leathem represents the Battle of Trafalgar that took place off the south-west coast of Spain between Cadiz and Gibraltar on the 21st of October 1805. Nelson's ship the Victory is in the centre of the painting with scenes of devastation all around. There is the wreck of a Spanish ship to the right and on the left is another English ship with it's prize, a captured Spanish ship. The foreground of the painting is occupied by a wreckage of masts. This scene represents the battle at about 2.30pm, about an hour and a quarter after Nelson received his fatal wound.",dmas_fa000733_d02_cc1024.jpg
FA000737,Fine Art,Oil Painting,,Jan Van Beers,1889,,,,,Oil paint on wood panel,Whole: 240 mm x 184 mm,This painting shows a woman in late eighteenth century dress wearing a black hat with flamboyant plumage standing in a country lane. She leans with one hand on a tall walking stick with her other hand on her hip.,dmas_fa000737_d01_cc1024.jpg
FA000738,Fine Art,Oil Painting,,English School,c1800; Regency,,,,English; British,,Whole: 510 mm x 375 mm,This painting shows the trunk of a fallen tree across a path in dense woodland. Woodcutters chop the fallen tree whilst two figures in long coats with horses stand nearby.,dmas_fa000738_d01_cc1024.jpg
FA000745,Fine Art,Oil Painting,,Norman Garstin,1901,,,,Irish,Oil paint on canvas,Whole: 815 mm x 1070 mm,This painting by Norman Garstin shows a large mill facing onto a river in the foreground with a single figure on the left with a bridge and trees on the right. A crescent moon can be seen in the sky. The light in the picture suggests that it is either an early morning or twilight scene.,dmas_fa000745_d01_cc1024.jpg
FA000746,Fine Art,Oil Painting,,English School,c1785,,,,English,Oil paint on canvas,Whole: 610 mm x 510 mm,"This is a head and shoulders portrait of George, Prince of Wales, he is wearing a coat with a high collar and a white neckerchief.",dmas_fa000746_d02_cc1024.jpg
FA000791,Fine Art,Oil Painting,,Rex Vicat Cole,1919,,,,English; British,Oil paint on canvas,Support: 1223 mm x 1540 mm,"This painting by Rex Vicat Cole shows, as the title would suggest, a barn with a thatched roof. The barn is set in a woodland clearing with a ruined wall in the foreground.
Rex Cole was the third in a line of four generations of successful English painters. Brighton & Hove Museums holds works by his grandfather George Cole (1810-1883) and his son John Cole (1903-1975) but nothing by his father George Vicat Cole (1833-1893).",dmas_fa000791_d01_cc1024.jpg
FA000795,Fine Art,Oil Painting,,British (English) School,c1820; Regency,,,,British; English,Oil paint on canvas,Whole: 1030 mm x 788 mm,This half length portrait is of a man wearing a smock with a red scarf around his neck and a black hat.,dmas_fa000795_d01_cc1024.jpg
FA000798,Fine Art,Oil Painting,,Clement Lambert,c1920,,,,English; British,Oil paint on canvas,"Support: 306 mm x 612 mm, with frame 522 x 827 mm","This oil painting by Clem Lambert shows a view of the Chattri Memorial, Patcham. Behind the Chattri the South Downs can be seen rolling towards the sea on the left. 
The Chattri is a memorial to the Indian soldiers who died while at the hospitals in Brighton during the First World War.  It was erected on the site of the ghat where Hindus were cremated. 
This is a sketch for a work presented to the Viceroy of India in 1921 when he visited Brighton to unveil the South Gateway to the Pavilion Estate.",dmas_fa000798_ud01_cc1024.jpg
FA000805,Fine Art,Oil Painting,,English School,c1730,,,,English; British,Oil paint on canvas,Whole: 500 mm x 395 mm,This painting is of a shepherd speaking to two women in a woodland scene. Sheep graze around his feet.,dmas_fa000805_d01_cc1024.jpg
FA000806,Fine Art,Oil Painting,,English School,c1840,,,,English; British,Oil paint on canvas,610mm x 513mm,This is a head and shoulders portrait of a man with grey hair wearing a black coat and white collar.,dmas_fa000806_d01_cc1024.jpg
FA000807,Fine Art,Oil Painting,,Arthur Hacker,c1918,,,,English; British,Oil paint on timber board,Support: 138 mm x 235 mm,"This oil painting by Arthur Hacker shows a field of daises at Burnham and relies heavily on the colours of green, white a yellow. The feet of several trees can be seen to border the top of the painting.",dmas_fa000807_d01_cc1024.jpg
FA000811,Fine Art,Oil Painting,,English School,c1790; Regency,,,,English; British,Oil paint on canvas,Whole: 435 mm x 380 mm,"This painting is of a man wearing a black frock coat, white shirt and black cravat. He has one arm draped over a red chair.",dmas_fa000811_d01_cc1024.jpg
FA000812,Fine Art,Oil Painting,,English School,c1700,,,,English; British,Oil paint on wood panel,Whole: 196 mm x 146 mm,"This head and shoulders portrait is of Charles I dressed in a lace collar, a pendant with a blue ribbon hangs around his neck.",dmas_fa000812_d01_cc1024.jpg
FA000814,Fine Art,Oil Painting,,English School,c1780,,,,English; British,Oil paint on canvas,Whole: 448 mm x 664 mm,"In the centre of this painting shows is a bridge, in the foreground are two figures and to the right are trees.",dmas_fa000814_d01_cc1024.jpg
FA000818,Fine Art,Oil Painting,,James Aitken,1858,,,,,Oil paint on canvas,Whole: 250 mm x 203 mm,"This painting shows a boy standing in the snow, he wears a hat and is wrapped up in a red scarf, he carries a basket of holly.",dmas_fa000818_d01_cc1024.jpg
FA000819,Fine Art,Oil Painting,,English School,c1830; Regency,,,,English; British,Oil paint on canvas,Whole: 255 mm x 363 mm,In this painting there is a windmill on the left. Below is the shoreline and the sea with a boat with two figures in it. In the distance a church can be seen.,dmas_fa000819_d01_cc1024.jpg
FA000821,Fine Art,Oil Painting,,English School,c1800; Regency,,,,English; British,Oil paint on canvas,Whole: 148 mm x 193 mm,This painting shows a view of Westminster Hall in the eighteeenth century with Westminster Abbey beyond and Westminster Bridge on the right. In the foreground a cart and horse and timber can be seen on the shore of the Thames.,dmas_fa000821_d01_cc1024.jpg
FA000824,Fine Art,Oil Painting,,English School,c1760,,,,English; British,Oil paint on canvas,Whole: 357 mm x 446 mm,"This painting shows a village scene with houses and chimneys with many people thronging the square in front. To the left is a church and in the right foreground, a tree.",dmas_fa000824_d01_cc1024.jpg
FA000827,Fine Art,Oil Painting,,James Bennett,19th Century,,,,,Oil on paper laid on card,Whole: 153 mm x 251 mm,"This painting is a view of Preston Manor, a country path leads to a railway bridge in the distance. Steam from a passing train can be seen as it passes across the bridge. In the foreground a figure on a horses can be seen on the right and on the left stands a",dmas_fa000827_d01_cc1024.jpg
FA000828,Fine Art,Oil Painting,,English School,c1810; Regency,,,,English; British,Oil paint on canvas,Whole: 510 mm x 375 mm,This painting shows an angel in brown robes carrying a child in white robes upwards to heaven.,dmas_fa000828_d01_cc1024.jpg
FA000829,Fine Art,Oil Painting,,Margaret Grose,1915,,,,English; British,Oil paint on canvas,Support: 755 mm x 560 mm,This painting by Margaret Grose shows a full face waist length portrait of King George V. He is wearing full military regalia against a grey smoke background.,dmas_fa000829_d01_cc1024.jpg
FA000840,Fine Art,Oil Painting,,Fritz Von Kamptz,1898,,,,English; British,Oil paint on canvas,Whole: 1130 mm x 960 mm,This painting shows William Woodward as an old man. He is sitting by a fire smoking a clay pipe.,dmas_fa000840_d01_cc1024.jpg
FA000843,Fine Art,Oil Painting,,Samuel Drummond,,,,,English; British,Oil paint on canvas,Whole: 684 mm x 564 mm,"This is a portrait painting of Sake Deen Mahomed, the proprietor of Mahomeds Baths, which were situated on Brighton sea front on the site where the Queens Hotel now stands. Sake Deen Mahomed was appointed ""shampooing"" surgeon to his Majesty King George IV.",dmas_fa000843_d01_cc1024.jpg
FA000846,Fine Art,Oil Painting,,British (English) School,c1800; Regency,,,,British; English,Oil paint on canvas,Whole: 915 mm x 720 mm,In this painting a man sits in woodland with a child beside him eating bread.,dmas_fa000846_d01_cc1024.jpg
FA000848,Fine Art,Oil Painting,,William John Hennessey,c1876,,,,Irish,Oil paint on canvas,Support: 1180 mm x 1230 mm,This oil painting by William John Hennessey shows a man in a tree lopping off branches with a pruning knife. The scene is set against the sky with a full moon to the right.,dmas_fa000848_d01_cc1024.jpg
FA000849,Fine Art,Oil Painting,,English School,1820; Regency,,,,English; British,Oil paint on canvas,Whole: 770 mm x 640 mm,"This half-length portrait is of a young man dressed in a black coat, white shirt and black cravat.",dmas_fa000849_d01_cc1024.jpg
FA000856,Fine Art,Oil Painting,,English School,c1825; Regency,,,,English; British,Oil paint on canvas,Whole: 300 mm x 435 mm,"This painting shwos Durham Castle on top of a hill in the distance, below is a river. In the foreground are trees and rocks and two figures by the river's bank.",dmas_fa000856_d01_cc1024.jpg
FA000859,Fine Art,Oil Painting,,Alfred Fitzwalter Grace,,,,,English; British,Oil paint on canvas,support dimensions: 1400/2060,Oil painting of the harvest moon. It features a haycart and horses in a field. Harvesters are loading the wagon with a view to the distant landscape and moon to the right of the centre.,dmas_fa000859_d01_cc1024.jpg
FA000860,Fine Art,Oil Painting,,English School,c1840,,,,English; British,Oil paint on canvas,Whole: 730 mm x 620 mm,This painting is shows three Victorian children. The eldest boy is wearing a black cap and smock and has his arm around a younger girl who is wearing a blue dress and bonnet. Beside them a much younger child who is seated in a chair with wheels.,dmas_fa000860_d01_cc1024.jpg
FA000867,Fine Art,Oil Painting,,English School,c1820; Regency,,,,English; British,Oil paint on canvas,Whole: 570 mm x 470 mm,This painting is of a balding man wearing a white collar and black coat with a red lapels.,dmas_fa000867_d01_cc1024.jpg
FA000874,Fine Art,Oil Painting,,English School,1827; Regency,,,,English; British,Oil paint on board,Whole: 308 mm x 262 mm,"This Half length portrait shows a balding man dressed in a black coat, white collar and tie.",dmas_fa000874_d01_cc1024.jpg
FA000875,Fine Art,Oil Painting,,Charles Reginald Ashton,1896,,,,,Oil paint on canvas,Whole: 850 mm x 748 mm,This painting by C.H. Ashton shows a classical scene with a young man kneeling in front of a girl who is seated on a grassy bank in a wooded landscape.,dmas_fa000875_d01_cc1024.jpg
FA000881,Fine Art,Oil Painting,,R A F Guimaraens,Early-Mid 20th Century,,,,English; British,Oil paint on canvas,Support: 410 mm x 310 mm,This painting by R A F Guimaraens shows a view looking down Dyke Road towards the sea houses and nine elm trees underneath a stormy sky.,dmas_fa000881_d01_cc1024.jpg
FA000886,Fine Art,Oil Painting,,English School,c1800; Regency,,,,English; British,Oil paint on canvas,Whole: 430 mm x 590 mm,This painting is of a castle next to a lake with mountains in the distance. In the centre foreground is a stone bridge with trees on either side. A farmer can be seen herding his cattle across the bridge.,dmas_fa000886_d01_cc1024.jpg
FA000892,Fine Art,Oil Painting,,British (English) School,c1830; Regency,,,,British; English,Oil paint on canvas,Whole: 765 mm x 630 mm,This painting is a half-length portrait of a man sitting in a red chair. He is wearing a black coat with a white neckerchief.,dmas_fa000892_d01_cc1024.jpg
FA000894,Fine Art,Oil Painting,,Solomon Cole,active 1845,,,,,Oil paint on board,Whole: 185 mm x 145 mm,This small portrait is of a young girl in a white dress with a blue belt and red necklace.,dmas_fa000894_d02_cc1024.jpg
FA000897,Fine Art,Oil Painting,,James Bennett,19th Century,,,,,Oil paint on board,Whole: 185 mm x 273 mm,This painting shows a wooded scene sloping down to a river in the centre. A village can be seen in the distance.,dmas_fa000897_d01_cc1024.jpg
FA000900,Fine Art,Oil Painting,,English School,c1800; Regency,,,,English; British,Oil paint on canvas,Whole: 460 mm x 610 mm,"This painting shows Bramber Castle in Sussex on a hill to the right of the picture, below is a cottage, cattle and trees. To the left are more trees and in the distance are more hills.",dmas_fa000900_d01_cc1024.jpg
FA000904,Fine Art,Oil Painting,,English School,c1810; Regency,,,,English; British,Oil paint on canvas,Whole: 920 mm x 710 mm,This is a half-length portrait of man dressed in a black coat with a white collar and cravat. In his right hand he holds a small mace,dmas_fa000904_d01_cc1024.jpg
FA000909,Fine Art,Oil Painting,,Henry Weigall,c1900,,,,,Oil paint on canvas,Whole: 1600 mm x 1300 mm,"This painting is of Sir George Blaker who is dressed in mayoral robes siiting down with his young daughter and wife, both wearing white dresses, standing beside him.",dmas_fa000909_d01_cc1024.jpg
FA000915,Fine Art,Oil Painting,,British (English) School,c1870,,,,British; English,Oil paint on canvas,Support: 1270 mm x 915 mm,This painting shows a man in black tie and coat seated at a table with a book in his hands.,dmas_fa000915_d01_cc1024.jpg
FA000921,Fine Art,Oil Painting,,English School,c1830; Regency,,,,English; British,Oil paint on canvas,Whole: 740 mm x 650 mm,"This painting is of a man wearing a black coat, white collar and cravat.",dmas_fa000921_d01_cc1024.jpg
FA000928,Fine Art,Oil Painting,,English School,18th Century,,,,English; British,Oil paint on canvas,Whole: 950 mm x 1630 mm,This painting shows a soldier in Roman uniform with a sword in his right hand holding up a decapitated head of a man in his left hand. Another soldier nearby rests his hands on a column of a classical building. To the left there are two soldiers and a dog and in the distance is a wooded landscape and hills.,dmas_fa000928_d01_cc1024.jpg
FA000931,Fine Art,Oil Painting,,Jerry Barrett,19th Century,,,,,Oil paint on canvas,Whole: 1040 mm x 810 mm,This painting shows a man and a woman in a darkened room looking at antique sculptures by candlelight,dmas_fa000931_d01_cc1024.jpg
FA000932,Fine Art,Oil Painting,,Reginald Grenville Eves,20th Century,,,,English; British,Oil paint on canvas,Support: 640 mm x 520 mm,This painting by Reginald Eves shows the head and shoulders of a man wearing academic robes against a plain background.,dmas_fa000932_d01_cc1024.jpg
FA000944,Fine Art,Oil Painting,,English School,c1830; Regency,,,,English; British,Oil paint on board,Whole: 308 mm x 262 mm,"In this painting two men can be seen fishing on the bnaks of a river in the foreground, behind them is a wooden bridge. In the distance a cottage can be seen with trees in the background.",dmas_fa000944_d01_cc1024.jpg
FA000948,Fine Art,Oil Painting,,English School,1841,,,,English; British,Oil paint on canvas,support: 151 x 200 mm,This painting is a view of Chain Pier from the beach. Three rowing boats sit on the beach whilst several boats and ships are visible from the sea.,dmas_fa000948_d01_cc1024.jpg
FA000962,Fine Art,Oil Painting,,Frederick Earp,1843,,,,English; British,"Oil paint on canvas, unlined",support dimensions: 0253/0355,"This oil painting by Frederick Earp is entitled Preston Manor. It depicts a view of the Manor and church in the mid distance. A steam train can be seen on an embankment along with a wagon and horses in the foreground.
Preston Manor is now open to the public, during the summer months, as part of the City of Brighton & Hove's Museums Service.",dmas_fa000962_d02_cc1024.jpg
FA000963,Fine Art,Oil Painting,,English School,1865,,,,English; British,Oil paint on canvas,Support: 305 mm x 251 mm,This painting shows a whiskered man wearing a black coat and tie with his hands clasped in front of him.,dmas_fa000963_d01_cc1024.jpg
FA000967,Fine Art,Oil Painting,,E Beard,1909,,,,,Oil paint on canvas,Whole: 686 mm x 886 mm,This painting shows a flat shore line at high tide with seagulls standing in the water. The light from the setting sun reflects off the water.,dmas_fa000967_d01_cc1024.jpg
FA000968,Fine Art,Oil Painting,,William Beechey,c1807; Regency,,,,,Oil paint on canvas,Whole: 750 mm x 623 mm,"This is a portrait of William Porden, who designed stables and a riding house for the Prince of Wales in the late seventeenth and early eighteenth century. Today these buildings house the Dome Theatre and Corn Exchange Exhibition Hall. Porden is depicted as balding with grey hair wearing a dark brown jacket, white shirt and neckerchief.",dmas_fa000968_d02_cc1024.jpg
FA000969,Fine Art,Oil Painting,,Godfrey Merry,c1910,,,,English; British,Oil paint on canvas,Support: 920 mm x 1250 mm,"This painting by Godfrey Merry shows Scottish highland troops in green tunics and kilts marching along a wide road with bare winter trees behind. Bagpipe players are at the front. 
The troops are the Second Battalion, the Cameron Highlanders and they are marching through Hyde Park.",dmas_fa000969_d01_cc1024.jpg
FA000981,Fine Art,Oil Painting,,English School,18th Century,,,,English; British,Oil paint on canvas,Whole: 510 mm x 610 mm,"In this painting two women look into the distance, there are trees on the right and a cloudy sky.",dmas_fa000981_d01_cc1024.jpg
FA000982,Fine Art,Oil Painting,,English School,18th Century,,,,English; British,Oil paint on canvas,Whole: 400 mm x 620 mm,This painting is of a woodland scene with a cottage beside a river.,dmas_fa000982_d01_cc1024.jpg
FA000983,Fine Art,Oil Painting,,John Collier,1902,,,,English; British,Oil paint on canvas,Support: 1470 mm x 2400 mm,"This full length portrait painting by John Collier shows a clergyman dressed in black garments with his left hand on a funerary monument to a bishop.
The portrait is of the Rev John Julius Hannah who was the Vicar of Brighton (1888-1907) and the Dean of Chichester (1907-1929).
John Collier was a highly successful portrait painter and a member of the Pre-Raphaelite school.
Collier kept a log of his portraits and their sale, a copy of which is in the Heinz library at the National Portrait Gallery. The record for this picture reads: 1902. The Dean of Chichester Dr Hannah, 7.10 x 4.10, Brighton, £307",dmas_fa000983_d01_cc1024.jpg
FA000991,Fine Art,Oil Painting,,English School,1825; Regency,,,,English; British,Oil paint on board,Whole: 302 mm x 405 mm,This painting of Brighton beach in the nineteenth century shows several building with red roofs to the left of the picture. On the beach figures can be seen doing standing around baskets of fish and gathering nets. In the foreground several figures sit by the boats. On the right is the sea with several baots and a bathing machine. In the distance there are houses and a windmill against the skyline.,dmas_fa000991_d01_cc1024.jpg
FA000992,Fine Art,Oil Painting,,William Boxall,1829; Regency,,,,,Oil paint on wood panel,Whole: 322 mm x 244 mm,"This painting is of Henry Graves, a printseller and publisher from the nineteenth century. He wears a black coat with wing collars.",dmas_fa000992_d01_cc1024.jpg
FA000994,Fine Art,Oil Painting,,English School,18th Century,,,,English; British,Oil paint on canvas,Whole: 200 mm x 250 mm,This painting shows a windswept landscape with a cloudy sky. There are trees to the left and right and two small figures can be seen in the foreground.,dmas_fa000994_d01_cc1024.jpg
FA000999,Fine Art,Oil Painting,,James Bennett,19th Century,,,,,Oil paint on canvas,Whole: 308 mm x 383 mm,This painting shows a view of the sea from the beach. Three women are laying out nets to dry whilst in the background are fisherman standing by groynes and a wooden beach hut.,dmas_fa000999_d01_cc1024.jpg
FA001001,Fine Art,Oil Painting,,George Howland Beaumont,,,,,,Oil paint on canvas (lined),Whole: 977 mm x 1357 mm,This landscape painting shows a view of Castel Gandolfo in the distance on a hillside by a lake. In the foreground figures with sheep and cattle can be seen and to the left are some tall trees.,dmas_fa001001_d01_cc1024.jpg
FA001057,Fine Art,Oil Painting,,British (English) School,18th Century,,,,British; English,"Oil paint on canvas, lined, laid on timber panel",Whole: 200 mm x 254 mm,This painting is a mythological scene with a partly naked woman with green cloth around her seated on a throne in the clouds with two swans at her feet and cherubs by her side.,dmas_fa001057_d02_cc1024.jpg
FA001096,Fine Art,Oil Painting,,English School,c1840,,,,English; British,Oil paint on board,support dimensions: 0332/0483,"This painting shows Brighton beach beneath the cliffs. There are several fisherman's huts, and fisherman and a boat can be seen beside the sea.",dmas_fa001096_d01_cc1024.jpg
FA001110,Fine Art,Oil Painting,,Chinese School,c1800; Regency,,,,,Oil paint on canvas,Whole: 511 mm x 645 mm,This Chinese scene shows four seated musicians in a room playing various musical instruments. To the left a woman is looking through an open door. Through the window on the right are some trees and bushes.,dmas_fa001110_d01_cc1024.jpg
FA001124,Fine Art,Oil Painting,,James Bennett,1837,,,,,Oil paint on board,Whole: 164 mm x 260 mm,This painting is a view of Kemptown Park across to the sea.,dmas_fa001124_d01_cc1024.jpg
FA001165,Fine Art,Oil Painting,,Glyn Philpot,1933,,,,English; British,Oil paint on canvas,whole: 730 x 605 mm,"This half length portrait of Guendolen Cleaver, who was friend of the artist, shows her wearing a stylish 1930's balck evening dress dress with detachable sleeves, a black cocktail hat and several pieces of jewellery, including a necklace, watch and ring.",dmas_fa001165_d01_cc1024.jpg
FA001166,Fine Art,Oil Painting,,John Collier,1884,,,,,Oil paint on canvas,Whole: 1324 mm x 917 mm,This three-quarter length portrait shows a woman in an Edwardian bustle dress holding a red fan.,dmas_fa001166_d01_cc1024.jpg
FA001173,Fine Art,Oil Painting,,John Hoppner,c1800; Regency,,,,,Oil paint on canvas,Whole: 880 mm x 680 mm,"This is a half length portrait of John Crace from the Crace firm of decorators who had a long association with the design and decoration of the Royal Pavilion. In this painting he is seated, wearing a frock coat and white neckerchief.",dmas_fa001173_d02_cc1024.jpg
FA001177,Fine Art,Oil Painting,,Edward Armitage,1881,,,,,Oil paint on canvas,Whole: 3300 mm x 1990 mm,"This painting depicts the bible story of Samson slaying a lion with his bare hands. Samson, who is bare-chested and wears a red loin cloth lifts the lion up above him. The landscape behind him shows a red sunset sky and palm trees.",dmas_fa001177_d01_cc1024.jpg
FA001206,Fine Art,Oil Painting,,Frederick Brueton,c1897,,,,,Oil paint on canvas,Whole: 687 mm x 510 mm,"This painting is of William Woodward as an elderly man. He is wearing a black skull cap, high white collar, waistcoat and jacket and holds paper in one hand.",dmas_fa001206_d01_cc1024.jpg
FA001207,Fine Art,Oil Painting,,English School,1797; Regency,,,,English; British,Oil on paper laid on canvas,Whole: 385 mm x 985 mm,"In this painting a row of houses and Regency buildings can be seen, in front is a wide area of grass where shhep graze and several figures are walking.",dmas_fa001207_d01_cc1024.jpg
FA001208,Fine Art,Oil Painting,,English School,1797; Regency,,,,English; British,Oil paint on paper laid on canvas,Whole: 385 mm x 985 mm,This painting shows a row of Regency buildings with a fence and grass in front with several figures standing or walking.,dmas_fa001208_d01_cc1024.jpg
FA001214,Fine Art,Oil Painting,,James Bennett,Mid 19th Century,,,,,Oil paint on canvas,Whole: 868 mm x 1228 mm,This painting shows a country road winding into the distance with fields stretching into the distance on the left. Whilst on the right trees leave a shadow across the road.,dmas_fa001214_d01_cc1024.jpg
FA001225,Fine Art,Oil Painting,,James Bennett,19th Century,,,,,Oil paint on board,Whole: 186 mm x 271 mm,In this painting a windmill can be seen on top of a hill with sheep grazing beside it. In the distance are rolling hills and a cloudy sky.,dmas_fa001225_d01_cc1024.jpg
FA001251,Fine Art,Oil Painting,,British School,c1790; Regency,,,,,,Support: 910 mm x 700 mm,"This oil painting is a portrait of Martha Gunn, the Brighton Bather. It dates to the Regency period and depicts a tree quarter length portrait of Martha Gunn against a dark sky. She wears a high waisted blue dress and a red gown. It was donated to Brighton Museum & Art Gallery by Christopher Gunn in 2008.",dmas_fa001251_d01_cc1024.jpg
FA001253,Fine Art,Oil Painting,,George Clausen,1885,,,,,Oil paint on canvas,406mm x 305mm,Portrait of Brighton born and based watercolour artist Harry Hine.,dmas_fa001253_d01_cc1024.jpg
FA001254,Fine Art,Oil Painting,,Arthur Hughes,,,,,,Oil paint on canvas,,Silver and Gold,dmas_fa001254_d04_cc1024.jpg
FA001255,Fine Art,Oil Painting,,Albert Moore,c1884-1885,,,,,Oil paint on canvas,,"This painting depicts the head and shoulders of a young woman, believed to be Ellen Terry in her role as Portia in SHakespeare's Merchant of Venice",dmas_fa001255_d01_cc1024.jpg
FA001256,Fine Art,Painting,,Richard Redgrave,1877,,,,,Oil paint on canvas; lined,686-8mm x 965-7mm,"Landscape near Shere, Surrey.",dmas_fa001256_d05_cc1024.jpg
FA001257,Fine Art,Oil Painting,,Edward William Stott,1886,,,,,Oil paint on canvas,360mm x 260mm,"This is a painting showing trees in a wood. It depicts a small pond to the left and there are small red, blue and yellow flowers scattered on the floor of the wood.",dmas_fa001257_d01_cc1024.jpg
FA100104,Fine Art,Watercolour Painting,,George Atkinson,c1820; Regency,,,,English; British,Gouache and watercolour paint on paper,Support: 257 mm x 133 mm,This painting by George Atkinson shows a figure in full length left profile wearing a top hat and carrying a whip.,dmas_fa100104_d01_cc1024.jpg
FA100114,Fine Art,Ink (Sepia Wash),,James Bourne,c1830; Regency,,,,English; British,INK (SEPIA WASH); PAPER,support dimensions: 0266/0368,"This ink drawing depicts St. Nicholas Church, Brighton After 1825. It features the churchyard in the foreground, Brighton and the sea beyond and the town hall at the far right.",dmas_fa100114_d01_cc1024.jpg
FA100155,Fine Art,Watercolour Painting,,Cecil Ross Burnett,c1910,,,,English; British,Watercolour paint on paper,Support: 339 mm x 253 mm,This watercolour painting by Cecil Ross Burnett shows Old Shoreham church behind wintry trees. An old woman approaches and gravestones are visible through the railings.,dmas_fa100155_d01_cc1024.jpg
FA100205,Fine Art,Drawing,,Huardel Bly,1914,,,,English; British,Ink on paper,Whole: 123 mm x 88 mm,This ink drawing by Huardel Bly shows the head and shoulders of a woman in profile. She wears a feathered hat.,dmas_fa100205_d01_cc1024.jpg
FA100296,Fine Art,Watercolour Painting,,Harry S Curry,1913,,,,English; British,Watercolour paint on paper,Support: 735 mm x 498 mm,"This watercolour painting by Harry Curry shows the alter and north wall of the church, probably from a viewpoint on the rear balcony. A good sized congregation fills the pews and sunlight shines through the clerestory.
St Bartholomew's is a landmark church in Brighton being among the tallest parish churches in England. It was completed in 1874 and is decorated inside with Arts & Crafts adornments by Henry Wilson.",dmas_fa100296_d01_cc1024.jpg
FA100310,Fine Art,Watercolour Painting,,William Crotch,1834,,,,English; British,Watercolour paint on paper,support dimensions: 0122/0152,William Crotch's watercolour painting of St George's Church in Brighton was produced in 1834. The church can be viewed among the surrounding buildings.,dmas_fa100310_d01_cc1024.jpg
FA100453,Fine Art,Drawing,,William Alfred Delamotte,1855,,,,English; British,Pencil on paper,support dimensions: 0266/0332,This drawing features St Johns School in Brighton. The entrances can be seen behind the railings and are marked Boys and Girls.,dmas_fa100453_d01_cc1024.jpg
FA100455,Fine Art,Watercolour Painting (Wash or Sketch),,William Alfred Delamotte,1855,,,,English; British,Sepia wash on paper,support dimensions: 0292/0360,"This oil painting entitled Royal British Schools, Kemp Town, Brighton shows the plastered frontage of a building flanked by small Egyptian arches. Trapezoid skylights can be seen above and a rough road in the foreground.",dmas_fa100455_d01_cc1024.jpg
