ID,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
944,T00428,"Bernik, Janez",artist,745,Evening in the Quarry,1960,Oil paint and sand on canvas,Purchased 1961,1960,1961,support: 1407 x 851 mm,1407,851,,mm,,,,http://www.tate.org.uk/art/artworks/bernik-evening-in-the-quarry-t00428
10688,T01029,"Nicholson, Ben, OM",artist,1702,May 1962 (Urbino - footsteps in the dust),1962,Graphite on paper mounted on oil paint on board,Presented by the artist 1968,1962,1968,support: 483 x 349 mm,483,349,,mm,date inscribed,"© Angela Verren Taunt 2014. All rights reserved, DACS",http://www.tate.org.uk/art/images/work/T/T01/T01029_8.jpg,http://www.tate.org.uk/art/artworks/nicholson-may-1962-urbino-footsteps-in-the-dust-t01029
2639,T01240,"Constable, John",formerly attributed to,108,The Leaping Horse,date not known,Oil paint on wood,Bequeathed by E.J. Blaiberg 1970,,1970,support: 175 x 229 mm,175,229,,mm,,,http://www.tate.org.uk/art/images/work/T/T01/T01240_8.jpg,http://www.tate.org.uk/art/artworks/constable-the-leaping-horse-t01240
5158,T01981,"Giacometti, Alberto",artist,1159,Hour of the Traces,1930,"Plaster, wood and steel",Purchased with assistance from the Friends of the Tate Gallery 1975,1930,1975,object: 686 x 362 x 286 mm,686,362,286,mm,,"© The Estate of Alberto Giacometti (Fondation Giacometti, Paris and ADAGP, Paris), licensed in the UK by ACS and DACS, London 2014",http://www.tate.org.uk/art/images/work/T/T01/T01981_8.jpg,http://www.tate.org.uk/art/artworks/giacometti-hour-of-the-traces-t01981
10240,T02270,"Moore, Henry, OM, CH",artist,1659,Reclining Figure,1951,Plaster and string,Presented by the artist 1978,1951,1978,"object: 1054 x 2273 x 892 mm, 271 kg",1054,2273,892,mm,,© The Henry Moore Foundation; All rights reserved DACS 2014,http://www.tate.org.uk/art/images/work/T/T02/T02270_8.jpg,http://www.tate.org.uk/art/artworks/moore-reclining-figure-t02270
3234,T02639,"Daniell, William",artist,138,Pier at Margate,date not known,Copper plate,Presented by Tate Gallery Publications 1979,1814,1979,object: 229 x 305 mm,229,305,,mm,,,,http://www.tate.org.uk/art/artworks/daniell-pier-at-margate-t02639
3493,T02898,"Daniell, William",artist,138,"Brugh-head, Murrayshire",date not known,Aquatint on paper,Presented by Tate Gallery Publications 1979,1814,1979,image: 162 x 241 mm,162,241,,mm,,,http://www.tate.org.uk/art/images/work/T/T02/T02898_8.jpg,http://www.tate.org.uk/art/artworks/daniell-brugh-head-murrayshire-t02898
8897,T03493,"Lipchitz, Jacques",artist,1518,Sketch for Enterprise,1953,Plaster,Presented by the Lipchitz Foundation 1982,1953,1982,object: 218 x 330 x 152 mm,218,330,152,mm,,"© The estate of Jacques Lipchitz, courtesy, Marlborough Gallery, New York",http://www.tate.org.uk/art/images/work/T/T03/T03493_8.jpg,http://www.tate.org.uk/art/artworks/lipchitz-sketch-for-enterprise-t03493
9397,T03568,"Matisse, Henri",artist,1593,Cap d’Antibes,1922,Oil paint on canvas,Bequeathed by Mrs A.F. Kessler 1983,1922,1983,support: 506 x 612 mm,506,612,,mm,,© Succession Henri Matisse/DACS 2014,http://www.tate.org.uk/art/images/work/T/T03/T03568_8.jpg,http://www.tate.org.uk/art/artworks/matisse-cap-dantibes-t03568
10620,T03949,"Newman, Avis",artist,1698,The Day’s Residues VI,1982,"Charcoal, ink, chalk, graphite and acrylic paint on paper",Purchased 1985,1982,1985,support: 1015 x 1368 mm,1015,1368,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/newman-the-days-residues-vi-t03949
17035,T05258,"Turner, Joseph Mallord William",after,558,Hythe,1824,Intaglio print on paper,Purchased 1988,1824,1988,image: 151 x 234 mm,151,234,,mm,,,http://www.tate.org.uk/art/images/work/T/T05/T05258_8.jpg,http://www.tate.org.uk/art/artworks/turner-hythe-t05258
17069,T05292,"Turner, Joseph Mallord William",after,558,Brighthelmstone,1825,Intaglio print on paper,Purchased 1988,1825,1988,image: 154 x 231 mm,154,231,,mm,,,http://www.tate.org.uk/art/images/work/T/T05/T05292_8.jpg,http://www.tate.org.uk/art/artworks/turner-brighthelmstone-t05292
17284,T05498,"Morris, Sir Cedric, Bt",artist,1667,Peregrine Falcons,1942,Oil paint on canvas,"Bequeathed by Miss Nancy Morris, the artist's sister 1988",1942,1988,support: 620 x 700 mm,620,700,,mm,,© The estate of Sir Cedric Morris,http://www.tate.org.uk/art/images/work/T/T05/T05498_8.jpg,http://www.tate.org.uk/art/artworks/morris-peregrine-falcons-t05498
19442,T05857,"Woolner, Thomas",artist,2232,Puck,1845-7,Plaster,Presented by the Patrons of British Art through the Friends of the Tate Gallery 1991,1845,1991,object: 498 x 355 x 280 mm,498,355,280,mm,,,http://www.tate.org.uk/art/images/work/T/T05/T05857_8.jpg,http://www.tate.org.uk/art/artworks/woolner-puck-t05857
19727,T05999,"Turner, Joseph Mallord William",after,558,"Mount Edgecomb, Devonshire, engraved by E. Goodall",published 1826,Engraving on paper,Transferred from the British Museum 1988,1826,1988,,,,,,,,http://www.tate.org.uk/art/images/work/T/T05/T05999_8.jpg,http://www.tate.org.uk/art/artworks/turner-mount-edgecomb-devonshire-engraved-by-e-goodall-t05999
19833,T06105,"Turner, Joseph Mallord William",after,558,"Coventry, Warwickshire, engraved by S. Fisher",published 1833,Engraving on paper,Transferred from the British Museum 1988,1833,1988,,,,,,,,http://www.tate.org.uk/art/images/work/T/T06/T06105_8.jpg,http://www.tate.org.uk/art/artworks/turner-coventry-warwickshire-engraved-by-s-fisher-t06105
19996,T06268,"Turner, Joseph Mallord William",after,558,"Milan, engraved by J. Horsburgh",published 1836,Engraving on paper,Transferred from the British Museum 1988,1836,1988,,,,,,,,http://www.tate.org.uk/art/images/work/T/T06/T06268_8.jpg,http://www.tate.org.uk/art/artworks/turner-milan-engraved-by-j-horsburgh-t06268
26458,T07468,"Vaux, Marc",artist,2097,SQ 6 (1),1994,"Aluminium, wood, cellulose and acrylic paint",Purchased 1998,1994,1998,unconfirmed: 1499 x 1499 x 152 mm,1499,1499,152,mm,,,http://www.tate.org.uk/art/images/work/T/T07/T07468_8.jpg,http://www.tate.org.uk/art/artworks/vaux-sq-6-1-t07468
26550,T07503,"Ofili, Chris",artist,2543,Untitled,1998,"30 works on paper, watercolour and graphite",Presented by Victoria Miro and the artist 1999,1998,1999,,,,,,,"© Chris Ofili, courtesy Victoria Miro Gallery, London",http://www.tate.org.uk/art/images/work/T/T07/T07503_8.jpg,http://www.tate.org.uk/art/artworks/ofili-untitled-t07503
22461,T08122,"Cotman, John Sell",artist,116,An Ancient Castle. A Sketching Society Subject,date not known,Watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1996,support: 229 x 345 mm,229,345,,mm,,,http://www.tate.org.uk/art/images/work/T/T08/T08122_8.jpg,http://www.tate.org.uk/art/artworks/cotman-an-ancient-castle-a-sketching-society-subject-t08122
23573,T08507,"Smith, John `Warwick'",artist,508,"20. Otrano, Bay of Salerno",1778-9,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1778,1997,support: 174 x 320 mm,174,320,,mm,,,http://www.tate.org.uk/art/images/work/T/T08/T08507_8.jpg,http://www.tate.org.uk/art/artworks/smith-20-otrano-bay-of-salerno-t08507
23185,T08609,"Macartney, Carlile Henry Hayes",artist,2440,Moorland Landscape with Cottages,date not known,Watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,support: 236 x 333 mm,236,333,,mm,,,http://www.tate.org.uk/art/images/work/T/T08/T08609_8.jpg,http://www.tate.org.uk/art/artworks/macartney-moorland-landscape-with-cottages-t08609
22424,T08743,"Constable, John",artist,108,Sketch of Shipping. Five Ships,1803,Graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1803,1997,"support, secondary: 160 x 241 mm support: 126 x 191 mm",,,,,,,,http://www.tate.org.uk/art/artworks/constable-sketch-of-shipping-five-ships-t08743
24351,T08784,"Chinnery, George",artist,92,[title not known],date not known,Ink and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,support: 211 x 281 mm,211,281,,mm,,,http://www.tate.org.uk/art/images/work/T/T08/T08784_8.jpg,http://www.tate.org.uk/art/artworks/chinnery-title-not-known-t08784
24421,T08991,"Hoare, Prince",artist,2559,[title not known],date not known,Graphite and chalk on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,support: 199 x 296 mm,199,296,,mm,,,http://www.tate.org.uk/art/images/work/T/T08/T08991_8.jpg,http://www.tate.org.uk/art/artworks/hoare-title-not-known-t08991
23770,T09395,"Sunderland, Thomas",artist,2534,Vale of Mawdach,date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,support: 139 x 213 mm,139,213,,mm,,,http://www.tate.org.uk/art/images/work/T/T09/T09395_8.jpg,http://www.tate.org.uk/art/artworks/sunderland-vale-of-mawdach-t09395
24089,T09522,British School 18th century,artist,59,A Seated Woman Holding a Picture Supported by a Child,date not known,"Graphite, watercolour and ink on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,support: 263 x 227 mm,263,227,,mm,,,http://www.tate.org.uk/art/images/work/T/T09/T09522_8.jpg,http://www.tate.org.uk/art/artworks/british-school-18th-century-a-seated-woman-holding-a-picture-supported-by-a-child-t09522
24554,T09737,"Beaumont, Sir George Howland, Bt",artist,29,[title not known],date not known,Graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,support: 111 x 185 mm,111,185,,mm,,,http://www.tate.org.uk/art/images/work/T/T09/T09737_8.jpg,http://www.tate.org.uk/art/artworks/beaumont-title-not-known-t09737
24115,T10358,British School 19th century,artist,60,Musician Embracing a Girl,date not known,Graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,support: 103 x 176 mm,103,176,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10358_8.jpg,http://www.tate.org.uk/art/artworks/british-school-19th-century-musician-embracing-a-girl-t10358
22669,T10657,"Crotch, Dr William",artist,2490,Lake and Mountains with Fisherman,date not known,Graphite and chalk on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,support: 144 x 222 mm,144,222,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10657_8.jpg,http://www.tate.org.uk/art/artworks/crotch-lake-and-mountains-with-fisherman-t10657
22879,T10841,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10841_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10841
25451,T11095,"Flaxman, John",after,186,Tiresias,1807,Etching on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1807,1997,image: 130 x 193 mm,130,193,,mm,,,http://www.tate.org.uk/art/images/work/T/T11/T11095_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-tiresias-t11095
25386,T11494,"Cotman, John Sell",artist,116,Millbank on the Thames,date not known,Etching on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,image: 155 x 245 mm,155,245,,mm,,,http://www.tate.org.uk/art/images/work/T/T11/T11494_8.jpg,http://www.tate.org.uk/art/artworks/cotman-millbank-on-the-thames-t11494
85815,T11984,"Long, Richard",artist,1525,Waterlines,2003,Digital print on paper mounted onto aluminium,Presented by the artist (Building the Tate Collection) 2005,2003,2005,"image: 1199 x 799 mm support: 1207 x 807 x 1.5 mm support, secondary: 1207 x 807 x 1 mm frame: 1218 x 817 x 40 mm",1199,799,,mm,,© Richard Long,http://www.tate.org.uk/art/images/work/T/T11/T11984_8.jpg,http://www.tate.org.uk/art/artworks/long-waterlines-t11984
84778,T12011,"Weiner, Lawrence",artist,7743,SPHERES OF INFLUENCE,1990,"Gouache, graphite, ink and type on paper",Purchased with funds provided by the American Fund for the Tate Gallery 2005,1990,2005,support: 435 x 355 mm,435,355,,mm,,© Lawrence Weiner,http://www.tate.org.uk/art/images/work/T/T12/T12011_8.jpg,http://www.tate.org.uk/art/artworks/weiner-spheres-of-influence-t12011
88203,T12076,"Leach, Bernard",artist,1478,Squared-off Jar,ci.1950,Reduced stoneware,Accepted by HM Government in lieu of inheritance tax and allocated to Tate 2005,1950,2005,object: 150 x 160 x 160 mm,150,160,160,mm,,© The estate of Bernard Leach,http://www.tate.org.uk/art/images/work/T/T12/T12076_8.jpg,http://www.tate.org.uk/art/artworks/leach-squared-off-jar-t12076
95047,T12494,"Wilson, Richard",artist,10956,Slice of Reality (II),2000,"9 works on paper, photographs, black and white, printed paper, tracing paper, ink, Sellotape, gouache and graphite, moun",Purchased 2007,2000,2007,support: 1005 x 684 mm frame: 1139 x 817 x 33 mm,1005,684,,mm,,© Richard Wilson,http://www.tate.org.uk/art/images/work/T/T12/T12494_8.jpg,http://www.tate.org.uk/art/artworks/wilson-slice-of-reality-ii-t12494
90249,T12544,"Nauman, Bruce",artist,1691,Layout for Raw Materials 24 May 2004,2004,Ink on papers,"Purchased with assistance from the American Fund for the Tate Gallery and from Tate Members 2006, accessioned 2008",2004,2008,221 x 803 mm,,,,,,"© Bruce Nauman/ARS, NY and DACS, London 2014",http://www.tate.org.uk/art/images/work/T/T12/T12544_8.jpg,http://www.tate.org.uk/art/artworks/nauman-layout-for-raw-materials-24-may-2004-t12544
103679,T12940,"Leckey, Mark",artist,6877,Flix,2008,"Film, 16 mm, projection, black and white",Purchased with assistance from Charles Asprey 2009,2008,2009,duration: 2min,,,,,,,,http://www.tate.org.uk/art/artworks/leckey-flix-t12940
107582,T13209,"Turk, Gavin",artist,2596,Study for Window,1991-3,"Paper, felt, leather, cotton, glass, wood, metal and paint",Purchased 2010,1991,2010,object: 1110 x 1113 x 560 mm,1110,1113,560,mm,,© Gavin Turk,http://www.tate.org.uk/art/images/work/T/T13/T13209_8.jpg,http://www.tate.org.uk/art/artworks/turk-study-for-window-t13209
109402,T13694,"Pak, Sheung Chuen",artist,13759,A Travel without Visual Experience,2008,"Wallpaper, 201 photographs, colour, on sticker-paper and sound recording",Presented by Richard Chang 2010,2008,2013,"Overall display dimensions variable, duration: 18min, 23sec",,,,,,,,http://www.tate.org.uk/art/artworks/pak-a-travel-without-visual-experience-t13694
92252,T13708,"Schendel, Mira",artist,9636,Untitled (Disks),1972,"Transfer lettering and graphite on paper between acrylic sheets, 4 pins and nylon fishing wire",Presented by the American Fund for the Tate Gallery 2012,1972,2013,support: 270 x 270 x 7 mm,270,270,7,mm,,© mira schendel estate,http://www.tate.org.uk/art/images/work/T/T13/T13708_8.jpg,http://www.tate.org.uk/art/artworks/schendel-untitled-disks-t13708

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































,,,,,,
















































































































































































































































































































































































































































































































































































































































































































































